SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SAGCEM, EQ, 29-Jun-2017, 781.50, 789.30, 802.45, 787.00, 800.00, 798.20, 793.73, 3798, 30.15, 234, 2735, 72.01
SAIL, EQ, 29-Jun-2017, 57.05, 57.30, 58.15, 57.20, 58.05, 57.95, 57.66, 3287696, 1895.82, 13293, 692512, 21.06
SAKHTISUG, EQ, 29-Jun-2017, 26.75, 26.60, 27.85, 26.60, 27.85, 27.40, 27.48, 100081, 27.50, 625, 36371, 36.34
SAKSOFT, EQ, 29-Jun-2017, 214.30, 214.80, 220.95, 214.20, 216.00, 216.65, 218.51, 8148, 17.80, 270, 5499, 67.49
SAKUMA, EQ, 29-Jun-2017, 73.85, 73.20, 77.25, 73.15, 76.20, 75.80, 75.59, 44350, 33.52, 694, 22563, 50.87
SALONA, EQ, 29-Jun-2017, 60.00, 59.80, 65.00, 58.25, 63.50, 60.85, 60.33, 1442, 0.87, 14, 1129, 78.29
SALORAINTL, EQ, 29-Jun-2017, 50.75, 53.95, 53.95, 49.25, 49.25, 49.45, 50.01, 1449, 0.72, 32, 925, 63.84
SALSTEEL, EQ, 29-Jun-2017, 5.65, 5.90, 6.20, 5.75, 6.20, 6.20, 6.19, 161872, 10.01, 87, 103700, 64.06
SALZERELEC, EQ, 29-Jun-2017, 199.10, 200.60, 201.90, 196.45, 197.90, 197.35, 199.25, 26108, 52.02, 484, 16287, 62.38
SAMBHAAV, EQ, 29-Jun-2017, 8.60, 9.10, 9.25, 8.80, 8.80, 9.10, 9.04, 24607, 2.22, 48, 20311, 82.54
SANCO, EQ, 29-Jun-2017, 109.30, 105.00, 111.90, 104.40, 105.00, 105.05, 105.75, 4928, 5.21, 26, 4724, 95.86
SANDESH, EQ, 29-Jun-2017, 871.00, 865.00, 870.00, 860.00, 860.00, 861.95, 865.98, 552, 4.78, 75, 308, 55.80
SANGAMIND, EQ, 29-Jun-2017, 262.15, 262.10, 275.50, 261.05, 273.50, 272.80, 271.00, 17379, 47.10, 449, 11168, 64.26
SANGHIIND, EQ, 29-Jun-2017, 84.50, 84.95, 87.30, 83.50, 87.00, 85.70, 85.50, 475743, 406.76, 1404, 388981, 81.76
SANGHVIFOR, EQ, 29-Jun-2017, 40.10, 39.30, 40.10, 39.30, 39.30, 39.55, 39.66, 4057, 1.61, 20, 4052, 99.88
SANGHVIMOV, EQ, 29-Jun-2017, 235.80, 238.90, 239.55, 234.05, 234.60, 234.50, 237.08, 5376, 12.75, 319, 3511, 65.31
SANOFI, EQ, 29-Jun-2017, 4148.65, 4111.85, 4199.00, 4111.85, 4125.05, 4143.70, 4163.39, 567, 23.61, 223, 243, 42.86
SANWARIA, EQ, 29-Jun-2017, 14.70, 14.95, 15.30, 14.40, 14.60, 14.65, 14.84, 1673844, 248.43, 1779, 1226930, 73.30
SARDAEN, EQ, 29-Jun-2017, 250.10, 251.05, 262.00, 249.50, 251.00, 250.75, 256.15, 108136, 276.99, 2054, 33104, 30.61
SAREGAMA, EQ, 29-Jun-2017, 283.10, 283.00, 291.80, 278.70, 286.70, 285.85, 286.24, 373273, 1068.45, 6409, 169859, 45.51
SARLAPOLY, EQ, 29-Jun-2017, 48.30, 48.90, 50.40, 48.90, 50.10, 49.95, 49.89, 50749, 25.32, 306, 37532, 73.96
SASKEN, EQ, 29-Jun-2017, 425.40, 429.60, 429.60, 417.50, 419.90, 419.25, 420.77, 11321, 47.64, 654, 6780, 59.89
SASTASUNDR, BE, 29-Jun-2017, 112.80, 117.95, 117.95, 112.00, 115.00, 113.25, 113.23, 3708, 4.20, 31, -, -
SATHAISPAT, EQ, 29-Jun-2017, 35.95, 36.45, 38.45, 36.45, 38.00, 37.75, 37.85, 18261, 6.91, 165, 14582, 79.85
SATIN, EQ, 29-Jun-2017, 273.05, 275.95, 278.40, 271.00, 271.00, 273.10, 275.58, 58524, 161.28, 1397, 28475, 48.66
SBIN, EQ, 29-Jun-2017, 276.40, 277.15, 279.30, 271.65, 272.80, 272.45, 274.43, 30457363, 83583.25, 162221, 20800813, 68.29
SBIN, N2, 29-Jun-2017, 11209.00, 11195.00, 11207.00, 11195.00, 11207.00, 11207.00, 11202.74, 115, 12.88, 18, 115, 100.00
SBIN, N5, 29-Jun-2017, 11516.18, 11501.00, 11600.00, 11501.00, 11600.00, 11585.09, 11552.51, 101, 11.67, 20, 101, 100.00
SCHAND, EQ, 29-Jun-2017, 484.30, 484.80, 495.70, 474.95, 476.00, 476.00, 485.26, 101017, 490.19, 6332, 42463, 42.04
SCHNEIDER, EQ, 29-Jun-2017, 126.00, 127.10, 130.90, 127.00, 128.85, 127.55, 128.56, 63990, 82.27, 1273, 27928, 43.64
SCI, EQ, 29-Jun-2017, 77.50, 78.75, 84.25, 78.15, 84.05, 83.05, 81.42, 2257378, 1837.92, 11227, 913788, 40.48
SDBL, EQ, 29-Jun-2017, 127.10, 132.20, 136.40, 129.05, 135.00, 133.90, 130.77, 37285, 48.76, 500, 9360, 25.10
SEAMECLTD, EQ, 29-Jun-2017, 157.45, 160.00, 161.90, 155.60, 157.15, 157.35, 157.73, 86240, 136.02, 1712, 24142, 27.99
SEINV, EQ, 29-Jun-2017, 152.20, 151.10, 151.10, 149.00, 151.00, 149.70, 149.51, 93, 0.14, 13, 56, 60.22
SELAN, EQ, 29-Jun-2017, 155.10, 157.25, 161.00, 154.80, 155.00, 155.25, 158.34, 167757, 265.62, 2007, 85738, 51.11
SELMCL, EQ, 29-Jun-2017, 2.95, 3.00, 3.05, 2.95, 3.00, 2.95, 2.99, 187112, 5.59, 101, 146274, 78.17
SENSEXIWIN, EQ, 29-Jun-2017, 321.15, 326.00, 341.00, 322.13, 322.73, 322.73, 331.02, 266, 0.88, 7, 140, 52.63
SEPOWER, EQ, 29-Jun-2017, 7.90, 7.90, 8.20, 7.70, 8.20, 8.20, 7.71, 4064, 0.31, 19, 3841, 94.51
SEQUENT, EQ, 29-Jun-2017, 117.10, 120.95, 120.95, 116.35, 118.00, 117.85, 117.55, 8156, 9.59, 196, 4752, 58.26
SERVALL, EQ, 29-Jun-2017, 2.80, 3.05, 3.35, 2.70, 2.75, 2.75, 3.01, 4200, 0.13, 14, 3700, 88.10
SESHAPAPER, EQ, 29-Jun-2017, 750.05, 742.25, 764.00, 742.25, 758.00, 757.05, 754.17, 1725, 13.01, 247, 1347, 78.09
SETCO, EQ, 29-Jun-2017, 36.60, 36.75, 37.70, 36.75, 36.75, 36.85, 37.19, 103624, 38.54, 633, 59654, 57.57
SETFGOLD, EQ, 29-Jun-2017, 2615.10, 2615.00, 2618.90, 2592.00, 2604.50, 2599.45, 2606.30, 2207, 57.52, 884, 1779, 80.61
SETFNIF50, EQ, 29-Jun-2017, 95.97, 96.51, 96.87, 96.09, 96.30, 96.30, 96.82, 17014, 16.47, 45, 16974, 99.76
SETFNIFBK, EQ, 29-Jun-2017, 235.69, 238.69, 238.89, 236.12, 237.42, 236.18, 236.81, 143, 0.34, 8, 129, 90.21
SETFNN50, EQ, 29-Jun-2017, 268.00, 269.90, 270.00, 268.60, 268.60, 268.60, 269.82, 187, 0.50, 16, 187, 100.00
SEZAL, BE, 29-Jun-2017, 4.30, 4.10, 4.50, 4.10, 4.30, 4.30, 4.25, 8300, 0.35, 8, -, -
SFL, EQ, 29-Jun-2017, 1298.60, 1297.25, 1320.00, 1290.00, 1310.00, 1309.70, 1313.11, 4453, 58.47, 1447, 3268, 73.39
SGBAUG24, GB, 29-Jun-2017, 2801.00, 2801.00, 2827.90, 2790.00, 2790.00, 2793.54, 2800.63, 329, 9.21, 26, 328, 99.70
SGBFEB24, GB, 29-Jun-2017, 2772.40, 2750.00, 2750.00, 2750.00, 2750.00, 2750.00, 2750.00, 1, 0.03, 1, 1, 100.00
SGBMAR24, GB, 29-Jun-2017, 2725.06, 2730.00, 2730.00, 2720.00, 2720.00, 2720.00, 2722.87, 68, 1.85, 4, 68, 100.00
SGBMAY25, GB, 29-Jun-2017, 2706.15, 2706.00, 2729.00, 2706.00, 2715.00, 2715.00, 2711.92, 36, 0.98, 6, 36, 100.00
SGBNOV24, GB, 29-Jun-2017, 2720.10, 2706.00, 2730.00, 2703.00, 2715.00, 2718.81, 2708.40, 142, 3.85, 24, 120, 84.51
SGBSEP24, GB, 29-Jun-2017, 2840.00, 2840.00, 2840.00, 2839.00, 2839.00, 2839.00, 2839.13, 8, 0.23, 4, 8, 100.00
SGFL, BE, 29-Jun-2017, 1.90, 1.90, 1.90, 1.85, 1.85, 1.85, 1.90, 5050, 0.10, 3, -, -
SGL, EQ, 29-Jun-2017, 14.60, 14.20, 14.85, 14.15, 14.85, 14.80, 14.52, 26715, 3.88, 38, 25145, 94.12
SHAHALLOYS, EQ, 29-Jun-2017, 15.40, 15.20, 15.70, 15.10, 15.70, 15.70, 15.18, 332, 0.05, 6, 332, 100.00
SHAKTIPUMP, EQ, 29-Jun-2017, 471.75, 476.00, 484.20, 450.35, 455.00, 455.65, 465.62, 1120771, 5218.50, 32476, 221639, 19.78
SHALPAINTS, BE, 29-Jun-2017, 258.75, 256.00, 265.00, 256.00, 263.40, 261.85, 261.01, 9098, 23.75, 177, -, -
SHANKARA, EQ, 29-Jun-2017, 820.45, 818.80, 843.00, 818.80, 824.40, 826.15, 831.77, 69222, 575.77, 2279, 17804, 25.72
SHANTIGEAR, EQ, 29-Jun-2017, 135.50, 137.00, 140.00, 134.50, 139.10, 138.50, 137.33, 18385, 25.25, 324, 14021, 76.26
SHARDACROP, EQ, 29-Jun-2017, 481.35, 488.00, 498.45, 483.10, 495.40, 492.15, 490.07, 14225, 69.71, 870, 7517, 52.84
SHARDAMOTR, EQ, 29-Jun-2017, 2688.20, 2715.00, 2769.00, 2680.05, 2720.00, 2724.75, 2733.61, 3547, 96.96, 1232, 2041, 57.54
SHARIABEES, EQ, 29-Jun-2017, 222.45, 229.80, 229.80, 221.80, 221.80, 221.80, 224.48, 5, 0.01, 3, 3, 60.00
SHARONBIO, EQ, 29-Jun-2017, 5.10, 5.00, 5.20, 5.00, 5.15, 5.10, 5.11, 135157, 6.90, 149, 66681, 49.34
SHEMAROO, EQ, 29-Jun-2017, 361.90, 367.45, 370.00, 363.20, 365.00, 364.90, 366.51, 4192, 15.36, 320, 3349, 79.89
SHILPAMED, EQ, 29-Jun-2017, 625.50, 634.00, 635.00, 613.90, 625.25, 625.75, 623.13, 22281, 138.84, 1007, 11857, 53.22
SHILPI, EQ, 29-Jun-2017, 32.55, 34.15, 34.15, 34.15, 34.15, 34.15, 34.15, 105024, 35.87, 229, 105012, 99.99
SHIRPUR-G, EQ, 29-Jun-2017, 129.20, 132.00, 135.90, 129.50, 132.50, 132.50, 131.22, 164335, 215.64, 726, 144933, 88.19
SHIVAMAUTO, EQ, 29-Jun-2017, 64.15, 65.00, 71.00, 64.50, 68.00, 67.90, 68.73, 959218, 659.29, 8964, 292395, 30.48
SHIVTEX, EQ, 29-Jun-2017, 327.65, 329.30, 334.05, 328.25, 328.25, 328.50, 330.30, 4864, 16.07, 115, 3507, 72.10
SHK, EQ, 29-Jun-2017, 269.65, 270.90, 272.85, 265.50, 268.00, 267.40, 269.65, 35911, 96.83, 1033, 25831, 71.93
SHOPERSTOP, EQ, 29-Jun-2017, 313.85, 314.90, 368.00, 314.90, 343.05, 341.90, 349.86, 295513, 1033.89, 8382, 54865, 18.57
SHREECEM, EQ, 29-Jun-2017, 16596.95, 16672.30, 16791.25, 16611.05, 16635.70, 16690.05, 16694.47, 17063, 2848.58, 3569, 14036, 82.26
SHREEPUSHK, EQ, 29-Jun-2017, 223.60, 225.00, 233.00, 225.00, 227.65, 228.15, 228.63, 44252, 101.17, 1079, 17843, 40.32
SHREERAMA, BE, 29-Jun-2017, 15.30, 15.70, 16.05, 15.45, 15.80, 15.95, 15.85, 21935, 3.48, 46, -, -
SHREYANIND, EQ, 29-Jun-2017, 153.10, 152.15, 156.00, 152.00, 153.90, 153.30, 153.23, 7609, 11.66, 147, 5743, 75.48
SHREYAS, EQ, 29-Jun-2017, 327.15, 328.35, 334.80, 328.25, 330.00, 331.15, 331.47, 18793, 62.29, 751, 7627, 40.58
SHRIPISTON, BE, 29-Jun-2017, 1902.55, 1902.60, 1902.60, 1821.00, 1899.00, 1899.00, 1872.90, 93, 1.74, 12, -, -
SHRIRAMCIT, EQ, 29-Jun-2017, 2395.65, 2419.35, 2422.50, 2381.10, 2400.00, 2399.05, 2401.12, 4054, 97.34, 406, 1585, 39.10
SHRIRAMCIT, N8, 29-Jun-2017, 1026.00, 1027.10, 1027.10, 1027.00, 1027.00, 1027.00, 1027.09, 55, 0.56, 2, 55, 100.00
SHRIRAMCIT, NA, 29-Jun-2017, 1686.41, 1690.00, 1690.00, 1690.00, 1690.00, 1690.00, 1690.00, 25, 0.42, 1, 25, 100.00
SHRIRAMCIT, ND, 29-Jun-2017, 1062.10, 1070.00, 1072.00, 1070.00, 1072.00, 1072.00, 1070.10, 21, 0.22, 2, 21, 100.00
SHRIRAMEPC, EQ, 29-Jun-2017, 24.55, 24.70, 24.95, 24.45, 24.70, 24.65, 24.70, 66147, 16.34, 479, 36690, 55.47
SHYAMCENT, EQ, 29-Jun-2017, 8.25, 8.00, 8.40, 8.00, 8.20, 8.20, 8.15, 1051, 0.09, 13, 1051, 100.00
SHYAMTEL, BE, 29-Jun-2017, 21.90, 21.00, 21.10, 21.00, 21.10, 21.10, 21.05, 655, 0.14, 4, -, -
SICAGEN, EQ, 29-Jun-2017, 39.35, 39.90, 41.85, 39.25, 39.30, 39.70, 40.61, 80807, 32.82, 796, 41956, 51.92
SICAL, EQ, 29-Jun-2017, 243.25, 245.00, 252.00, 244.05, 247.30, 247.90, 248.91, 12788, 31.83, 473, 7608, 59.49
SIEMENS, EQ, 29-Jun-2017, 1293.10, 1298.00, 1321.80, 1290.00, 1298.00, 1299.45, 1308.61, 156974, 2054.18, 7431, 61033, 38.88
SIGNET, EQ, 29-Jun-2017, 9.15, 9.35, 9.35, 8.95, 9.05, 9.00, 9.10, 302617, 27.54, 386, 166134, 54.90
SIL, BE, 29-Jun-2017, 23.20, 22.90, 23.05, 22.90, 23.00, 23.00, 23.01, 41551, 9.56, 39, -, -
SILINV, EQ, 29-Jun-2017, 166.90, 171.95, 171.95, 165.00, 167.20, 168.20, 168.21, 461, 0.78, 22, 300, 65.08
SIMBHALS, EQ, 29-Jun-2017, 29.55, 29.95, 30.50, 29.50, 29.55, 29.55, 29.99, 29969, 8.99, 146, 20792, 69.38
SIMPLEX, EQ, 29-Jun-2017, 48.35, 46.70, 50.75, 46.70, 50.75, 50.75, 50.14, 24830, 12.45, 111, 23089, 92.99
SIMPLEXINF, EQ, 29-Jun-2017, 492.70, 493.00, 530.00, 486.15, 507.65, 508.30, 513.23, 84245, 432.37, 4101, 22882, 27.16
SINTEX, EQ, 29-Jun-2017, 23.85, 24.10, 25.00, 24.00, 24.60, 24.75, 24.46, 7967180, 1948.89, 10704, 2603506, 32.68
SITASHREE, EQ, 29-Jun-2017, 3.95, 4.05, 4.15, 3.70, 4.00, 4.00, 3.97, 159809, 6.34, 102, 145414, 90.99
SITINET, EQ, 29-Jun-2017, 28.35, 28.20, 29.95, 27.30, 27.90, 27.70, 28.24, 2478887, 700.16, 8283, 808148, 32.60
SIYSIL, EQ, 29-Jun-2017, 1985.05, 1985.05, 2025.00, 1970.50, 2024.90, 2004.45, 1984.50, 3118, 61.88, 172, 2828, 90.70
SJVN, EQ, 29-Jun-2017, 31.75, 31.75, 32.00, 31.75, 31.95, 31.85, 31.90, 155659, 49.65, 857, 85856, 55.16
SKFINDIA, EQ, 29-Jun-2017, 1541.20, 1574.90, 1579.00, 1540.00, 1540.00, 1546.80, 1554.80, 2050, 31.87, 386, 1191, 58.10
SKIL, BE, 29-Jun-2017, 32.80, 33.45, 34.40, 32.25, 33.00, 33.00, 33.10, 27179, 9.00, 58, -, -
SKIPPER, EQ, 29-Jun-2017, 196.00, 196.00, 200.75, 195.10, 198.50, 199.45, 199.01, 43811, 87.19, 2238, 27097, 61.85
SKMEGGPROD, BE, 29-Jun-2017, 63.60, 63.60, 66.40, 63.20, 65.85, 65.40, 64.84, 11986, 7.77, 114, -, -
SMARTLINK, EQ, 29-Jun-2017, 96.40, 96.35, 98.00, 96.35, 96.80, 97.05, 97.00, 11179, 10.84, 124, 8682, 77.66
SMLISUZU, EQ, 29-Jun-2017, 1238.50, 1240.30, 1255.00, 1230.20, 1233.30, 1235.50, 1244.95, 8680, 108.06, 548, 5370, 61.87
SMPL, EQ, 29-Jun-2017, 1.55, 1.50, 1.75, 1.50, 1.70, 1.70, 1.66, 198430, 3.29, 95, 144115, 72.63
SMSPHARMA, BE, 29-Jun-2017, 73.85, 76.90, 76.90, 72.00, 74.40, 73.95, 73.48, 15020, 11.04, 140, -, -
SNOWMAN, EQ, 29-Jun-2017, 60.65, 61.90, 62.50, 61.10, 61.95, 61.70, 61.80, 1087379, 671.99, 7355, 407295, 37.46
SOBHA, EQ, 29-Jun-2017, 366.10, 367.00, 378.00, 367.00, 374.20, 374.90, 374.32, 101480, 379.86, 6731, 45565, 44.90
SOLARINDS, EQ, 29-Jun-2017, 819.55, 819.70, 820.10, 810.40, 810.50, 816.75, 817.85, 12247, 100.16, 528, 11352, 92.69
SOMANYCERA, EQ, 29-Jun-2017, 771.00, 771.00, 777.00, 760.00, 760.00, 764.90, 767.86, 13485, 103.55, 674, 11711, 86.84
SOMATEX, EQ, 29-Jun-2017, 12.10, 11.90, 13.30, 11.90, 12.80, 12.75, 12.97, 65231, 8.46, 202, 24957, 38.26
SOMICONVEY, EQ, 29-Jun-2017, 46.45, 48.60, 48.60, 47.50, 48.40, 48.40, 47.50, 1002, 0.48, 6, 1000, 99.80
SONASTEER, EQ, 29-Jun-2017, 85.15, 87.50, 88.00, 86.80, 87.20, 87.05, 87.48, 130725, 114.36, 1373, 79742, 61.00
SONATSOFTW, EQ, 29-Jun-2017, 151.05, 151.95, 158.00, 150.10, 157.00, 157.00, 155.08, 400652, 621.31, 8612, 240178, 59.95
SORILHOLD, EQ, 29-Jun-2017, 38.35, 38.00, 39.80, 38.00, 38.50, 38.45, 38.76, 229360, 88.89, 1092, 103735, 45.23
SORILINFRA, EQ, 29-Jun-2017, 129.25, 130.65, 132.80, 128.10, 128.80, 128.65, 130.23, 60725, 79.08, 513, 42464, 69.93
SOTL, EQ, 29-Jun-2017, 1128.75, 1120.00, 1214.95, 1120.00, 1202.00, 1197.60, 1176.74, 4992, 58.74, 630, 3606, 72.24
SOUTHBANK, EQ, 29-Jun-2017, 27.50, 27.70, 28.05, 27.55, 27.80, 27.75, 27.82, 9670877, 2690.59, 8659, 2816239, 29.12
SPAL, EQ, 29-Jun-2017, 450.80, 454.00, 457.00, 437.00, 445.00, 443.10, 449.00, 16688, 74.93, 869, 12791, 76.65
SPARC, EQ, 29-Jun-2017, 293.40, 295.00, 297.50, 294.00, 295.10, 295.10, 295.73, 67864, 200.70, 2308, 41796, 61.59
SPCENET, EQ, 29-Jun-2017, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 0.40, 300, 0.00, 3, 300, 100.00
SPECIALITY, EQ, 29-Jun-2017, 96.15, 96.25, 103.90, 96.25, 99.30, 99.95, 100.87, 510909, 515.36, 3254, 239148, 46.81
SPENTEX, EQ, 29-Jun-2017, 3.80, 4.00, 4.00, 3.85, 3.90, 3.95, 3.89, 7183, 0.28, 32, 5922, 82.44
SPHEREGSL, EQ, 29-Jun-2017, 61.80, 62.55, 63.90, 61.20, 61.30, 62.00, 62.54, 101688, 63.59, 482, 33149, 32.60
SPIC, EQ, 29-Jun-2017, 25.70, 25.85, 26.55, 25.75, 25.95, 25.95, 25.99, 217722, 56.59, 488, 121246, 55.69
SPICEMOBI, EQ, 29-Jun-2017, 14.70, 14.80, 15.25, 14.25, 15.25, 15.20, 15.05, 15582, 2.34, 60, 14231, 91.33
SPLIL, EQ, 29-Jun-2017, 20.55, 20.00, 21.65, 20.00, 20.60, 20.60, 20.77, 8152, 1.69, 46, 4114, 50.47
SPMLINFRA, EQ, 29-Jun-2017, 126.30, 127.50, 128.80, 124.15, 124.50, 125.15, 125.56, 54038, 67.85, 575, 22773, 42.14
SPYL, EQ, 29-Jun-2017, 0.30, 0.25, 0.30, 0.25, 0.25, 0.25, 0.27, 256565, 0.68, 29, 160691, 62.63
SQSBFSI, EQ, 29-Jun-2017, 503.80, 514.95, 520.45, 505.20, 507.00, 507.30, 511.15, 7947, 40.62, 583, 4412, 55.52
SREEL, BE, 29-Jun-2017, 161.35, 158.00, 167.55, 153.05, 160.50, 160.55, 160.82, 4604, 7.40, 56, -, -
SREIBNPNCD, ND, 29-Jun-2017, 1017.00, 1015.00, 1015.00, 1015.00, 1015.00, 1015.00, 1015.00, 5, 0.05, 1, 5, 100.00
SREIBNPNCD, NJ, 29-Jun-2017, 1006.00, 1007.00, 1007.00, 1007.00, 1007.00, 1007.00, 1007.00, 100, 1.01, 1, 100, 100.00
SREIBNPNCD, NL, 29-Jun-2017, 1006.21, 1007.10, 1010.01, 1006.00, 1010.00, 1009.08, 1007.97, 1092, 11.01, 25, 1089, 99.73
SREINFRA, EQ, 29-Jun-2017, 112.90, 112.85, 117.80, 112.85, 116.55, 117.20, 115.78, 1485003, 1719.41, 11290, 560949, 37.77
SREINFRA, NT, 29-Jun-2017, 1065.00, 1050.00, 1050.00, 1050.00, , 1050.00, 1050.00, 19, 0.20, 2, 19, 100.00
SREINFRA, NX, 29-Jun-2017, 1003.00, 1003.00, 1003.00, 1002.40, 1002.40, 1002.40, 1002.70, 20, 0.20, 2, 20, 100.00
SREINFRA, Y6, 29-Jun-2017, 1000.00, 1002.00, 1002.00, 1002.00, 1002.00, 1002.00, 1002.00, 10, 0.10, 1, 10, 100.00
SREINFRA, YA, 29-Jun-2017, 1015.00, 1015.00, 1015.00, 1015.00, 1015.00, 1015.00, 1015.00, 110, 1.12, 3, 110, 100.00
SRF, EQ, 29-Jun-2017, 1514.95, 1514.95, 1547.45, 1514.95, 1535.00, 1534.15, 1537.56, 110429, 1697.91, 6590, 44325, 40.14
SRHHYPOLTD, EQ, 29-Jun-2017, 120.10, 120.00, 123.00, 119.30, 120.50, 120.95, 121.14, 1541, 1.87, 92, 854, 55.42
SRIPIPES, EQ, 29-Jun-2017, 334.35, 335.95, 337.00, 328.55, 335.00, 332.40, 332.25, 52038, 172.90, 1535, 35479, 68.18
SRIRAM, SM, 29-Jun-2017, 20.55, 21.00, 21.70, 20.50, 20.50, 20.50, 20.92, 132000, 27.61, 20, 108000, 81.82
SRSLTD, BE, 29-Jun-2017, 3.20, 3.05, 3.25, 3.05, 3.15, 3.15, 3.15, 157343, 4.96, 144, -, -
SRTRANSFIN, EQ, 29-Jun-2017, 999.75, 1001.45, 1010.05, 985.00, 989.35, 988.05, 995.63, 328874, 3274.38, 16829, 101271, 30.79
SRTRANSFIN, NS, 29-Jun-2017, 1020.00, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 1025.00, 184, 1.89, 4, 184, 100.00
SRTRANSFIN, NU, 29-Jun-2017, 1690.00, 1694.99, 1694.99, 1694.99, 1694.99, 1694.99, 1694.99, 85, 1.44, 2, 85, 100.00
SRTRANSFIN, NW, 29-Jun-2017, 1038.51, 1038.50, 1040.45, 1038.50, 1039.00, 1039.00, 1039.53, 275, 2.86, 6, 275, 100.00
SRTRANSFIN, NZ, 29-Jun-2017, 1524.00, 1523.00, 1523.00, 1523.00, 1523.00, 1523.00, 1523.00, 67, 1.02, 3, 67, 100.00
SRTRANSFIN, Y3, 29-Jun-2017, 1090.51, 1100.00, 1102.05, 1100.00, 1102.00, 1101.87, 1100.44, 207, 2.28, 11, 197, 95.17
SRTRANSFIN, Y9, 29-Jun-2017, 1120.00, 1109.99, 1109.99, 1109.99, 1109.99, 1109.99, 1109.99, 200, 2.22, 3, 200, 100.00
SRTRANSFIN, YD, 29-Jun-2017, 1430.00, 1421.00, 1421.00, 1421.00, 1421.00, 1421.00, 1421.00, 50, 0.71, 1, 50, 100.00
SRTRANSFIN, YG, 29-Jun-2017, 1535.00, 1536.00, 1536.00, 1525.00, 1525.00, 1525.00, 1530.18, 17, 0.26, 2, 17, 100.00
SSWL, EQ, 29-Jun-2017, 881.35, 893.00, 900.00, 885.00, 892.45, 889.95, 892.62, 6282, 56.07, 616, 1899, 30.23
STAMPEDE, EQ, 29-Jun-2017, 7.30, 7.00, 7.20, 6.95, 6.95, 7.00, 6.97, 5261987, 366.91, 1661, 4139601, 78.67
STAN, DR, 29-Jun-2017, 55.40, 55.05, 56.35, 55.00, 55.90, 56.10, 56.02, 10250, 5.74, 163, 8924, 87.06
STAR, EQ, 29-Jun-2017, 939.70, 943.50, 976.85, 938.20, 975.30, 968.50, 958.24, 346275, 3318.13, 15193, 117053, 33.80
STARCEMENT, BE, 29-Jun-2017, 114.25, 115.00, 119.95, 110.25, 119.95, 119.75, 119.11, 94613, 112.69, 304, -, -
STARPAPER, EQ, 29-Jun-2017, 199.95, 200.70, 203.10, 197.25, 199.30, 198.75, 200.88, 33079, 66.45, 863, 14897, 45.03
STCINDIA, EQ, 29-Jun-2017, 155.30, 156.10, 159.35, 155.50, 156.70, 156.30, 157.18, 96350, 151.44, 2333, 21184, 21.99
STEELCITY, SM, 29-Jun-2017, 58.05, 59.00, 59.00, 57.35, 57.35, 57.35, 57.94, 8000, 4.64, 4, 6000, 75.00
STEL, EQ, 29-Jun-2017, 74.95, 75.60, 76.50, 75.45, 76.50, 76.35, 75.84, 2384, 1.81, 36, 1645, 69.00
STERLINBIO, EQ, 29-Jun-2017, 3.90, 4.00, 4.05, 3.85, 4.00, 3.95, 3.99, 86545, 3.45, 93, 46932, 54.23
STERTOOLS, EQ, 29-Jun-2017, 225.05, 225.05, 241.45, 225.00, 240.00, 239.85, 236.36, 16291, 38.50, 656, 12289, 75.43
STINDIA, EQ, 29-Jun-2017, 14.75, 14.10, 15.45, 14.10, 15.35, 15.35, 14.95, 2490, 0.37, 13, 2360, 94.78
STRTECH, EQ, 29-Jun-2017, 145.85, 146.45, 149.80, 146.40, 148.70, 148.75, 148.40, 530294, 786.93, 11756, 370784, 69.92
SUBEX, EQ, 29-Jun-2017, 9.50, 9.55, 9.75, 9.50, 9.75, 9.60, 9.58, 814008, 77.96, 730, 483880, 59.44
SUBROS, EQ, 29-Jun-2017, 242.40, 247.00, 247.00, 238.95, 240.00, 239.40, 241.14, 25939, 62.55, 411, 19873, 76.61
SUDARSCHEM, EQ, 29-Jun-2017, 363.70, 362.00, 366.75, 358.55, 360.95, 360.55, 363.26, 32940, 119.66, 838, 14736, 44.74
SUJANAUNI, EQ, 29-Jun-2017, 1.00, 0.95, 1.00, 0.95, 0.95, 0.95, 0.99, 56788, 0.56, 27, 46788, 82.39
SUMEETINDS, EQ, 29-Jun-2017, 29.95, 30.05, 30.70, 29.80, 29.95, 29.85, 30.19, 281679, 85.05, 1087, 173681, 61.66
SUMMITSEC, EQ, 29-Jun-2017, 634.95, 652.90, 652.95, 637.00, 637.00, 639.75, 643.56, 801, 5.15, 101, 571, 71.29
SUNCLAYLTD, EQ, 29-Jun-2017, 4289.20, 4218.00, 4444.25, 4218.00, 4369.00, 4351.10, 4349.26, 1895, 82.42, 841, 786, 41.48
SUNDARAM, EQ, 29-Jun-2017, 2.90, 2.90, 3.25, 2.90, 3.15, 3.15, 3.10, 977521, 30.26, 448, 640453, 65.52
